dnu,eps,d02,mass
95.87570909640128,0.7169907599256383,10.863606881523184,1.39318
94.43461769586268,0.6830851262429141,10.500206989040649,1.39318
91.59705471952178,0.6583769270135432,9.817203751454834,1.39318
88.87855370776359,0.6455774021431298,9.17297641623117,1.39318
85.57265202788301,0.6399923041316012,8.444235074928477,1.39318
81.13655256617658,0.6478822588004236,7.544807849138844,1.39318
77.8973352860732,0.6713778467768404,7.065310857444212,1.39318
74.39714204052719,0.7210310195065124,6.388431605153298,1.39318
71.12705098841448,0.794538088527676,5.897619692844017,1.39318
67.80457558569807,0.8887896148574778,5.482106649925003,1.39318
64.93304795154825,0.9649850971669933,5.084524514807765,1.39318
61.900405690705604,1.0218211425359445,4.709404477047707,1.39318
59.292078858829896,1.0444570453367563,4.256715619711755,1.39318
56.694149209762394,1.0472276473989575,4.3450861726338585,1.39318
55.669125854446754,1.0395264050846242,4.3456421084005425,1.39318
52.422799983852066,0.7005351661424707,4.515104810831975,1.39318
50.89588587126495,0.7674141897414811,4.463576444394363,1.39318
48.51369157871845,0.8639905406229339,4.333344912365524,1.39318
46.68103491724796,0.9463089516717909,4.283089087080221,1.39318
44.555139505174736,1.0334255901895553,4.2197673259079655,1.39318
42.11717761119618,1.0848171139726408,4.142658499009567,1.39318
40.28049946465327,1.0926484410859891,3.970727904077698,1.39318
39.01244617346193,1.1060632313203476,3.846383918348701,1.39318
38.36170005765441,1.1353800350093886,3.7098964033780524,1.39318
38.213522659561015,1.1518504662182116,3.6511226867603703,1.39318
38.136773933629,1.167651974739258,3.619267042784423,1.39318
38.0965483111714,1.1821253963299798,3.5930528073215835,1.39318
38.06196376966193,1.1950772102393759,3.564529109209066,1.39318
38.014476314689,1.206875956217485,3.5350483874523464,1.39318
37.93620356171847,1.217564961774353,3.49937343892412,1.39318
37.818662023951795,1.226961660562262,3.466398294498304,1.39318
37.664442718724224,1.234927089674706,3.436961506699238,1.39318
37.24196174722733,1.2469534662425144,3.3581671797886448,1.39318
35.71267992302262,1.267114551526183,3.1687160847960554,1.39318
34.30176947843605,1.275781204916524,3.03701112234243,1.39318
32.918629712167096,1.2772191620083921,2.907616158182261,1.39318
31.61598769535929,1.2768154540210526,2.80129679956757,1.39318
30.421168033298795,1.2775728564329107,2.717102288743223,1.39318
29.081159907684196,1.2797803835351513,2.6309605629431188,1.39318
27.887575903224747,1.2805946665147796,2.5605862677454625,1.39318
26.8228535768839,1.2774464885069232,2.497470030968744,1.39318
25.86816189433699,1.2688580455743312,2.4392917916121823,1.39318
24.837274372559268,1.2572857345801276,2.3716261275447157,1.39318
23.893436543336563,1.2503080951866652,2.299965237727142,1.39318
23.02812643461315,1.2471851962392118,2.229066864175729,1.39318
22.222248659918886,1.2508153644266802,2.170809163564858,1.39318
21.35517186847456,1.2555583253515388,2.116381835427609,1.39318
,,,1.39318
82.10254255490494,0.6516350658259984,9.402424985505643,1.66411
80.91552299169885,0.6532094588995814,9.048683824345316,1.66411
77.64750233785512,0.647191699990828,8.243126640075763,1.66411
74.48690653225715,0.6377302992141125,7.542424856989855,1.66411
71.78771161273318,0.6283714539211239,6.992012240903976,1.66411
69.09820174560538,0.6216050272210212,6.464347070920289,1.66411
66.35383274829638,0.6271717924267007,5.982702410019232,1.66411
63.522317043689,0.6676428416810893,5.50813974024073,1.66411
60.70275120699685,0.728269640430965,5.099352191368646,1.66411
58.009344052210245,0.7753307178015684,4.711544539200901,1.66411
55.59529268999608,0.762329754856526,4.401404243400881,1.66411
53.556026519446235,0.6772756818309074,4.094559523940202,1.66411
51.695126066455,0.609689343623921,3.8850187457957737,1.66411
49.91170265212554,0.5913740557312449,3.661298529448826,1.66411
48.140324890162056,0.6313700494505068,3.5303459369020906,1.66411
45.84768542524746,0.7502416077890435,3.3669752136848174,1.66411
43.44078359828505,0.8927314184624272,3.2290474604617687,1.66411
41.60434217271533,0.9714637961259469,3.1715071577647698,1.66411
39.89536302511324,1.0019833428435496,3.090122642059634,1.66411
38.35732353171607,1.0050938858798741,3.1118911355956542,1.66411
37.79499359023039,1.0017190331124863,3.1335593254075795,1.66411
34.56954655029602,0.7219903791539315,3.505989846277776,1.66411
34.944557222314955,0.7097168972200976,3.558583315392757,1.66411
35.80405832484056,0.6735207950859784,3.5592920135004946,1.66411
36.36841917685976,0.6726048119357213,3.5872991691425975,1.66411
35.5119925720683,0.7592969626160089,3.5967379905628287,1.66411
34.064262454001536,0.8296976031861856,3.5211734083466077,1.66411
32.724958397685654,0.9089020702377426,3.440375062336784,1.66411
31.071457450214737,1.0193504994341354,3.3399240239936234,1.66411
29.825931353515767,1.0560868292423171,3.201979596526604,1.66411
29.436775287794607,1.046844399741366,3.1088875377133935,1.66411
29.274765710510355,1.0436133361339062,3.0191947420779353,1.66411
29.27838085475271,1.0481145502513516,2.9742652683401896,1.66411
29.33856386140351,1.0570309606565258,2.927703165731933,1.66411
29.44624298941466,1.0693226009931593,2.8937497074517493,1.66411
29.585446007114545,1.0833966922653557,2.8791158467805142,1.66411
29.738503847998288,1.0979885037084245,2.868078919533395,1.66411
29.881707859467692,1.1122779562824037,2.865663131876373,1.66411
29.996407308528397,1.1262356536420866,2.8696633816586363,1.66411
30.05940225532904,1.1397658294796948,2.870970147210545,1.66411
30.04547578767622,1.152543066469033,2.857218253681444,1.66411
29.93802687131335,1.1637916375491142,2.835440936640015,1.66411
29.663154967270785,1.1753427267844299,2.7819948152056084,1.66411
29.11776845680147,1.1866229039091398,2.7190782147139436,1.66411
27.432971169566308,1.2023366374960875,2.5545614308606654,1.66411
26.19743634323863,1.2024679503926374,2.4470062501570937,1.66411
24.982033047229567,1.2050343286912215,2.344717130092185,1.66411
23.838068743159376,1.2064898836918598,2.252609895535549,1.66411
22.787588056941352,1.2009610453678423,2.17667342661143,1.66411
21.81309224118512,1.195898402598144,2.102804819820106,1.66411
20.910628773111505,1.194375594362714,2.035522666018189,1.66411
20.086625374409866,1.1912664586407542,1.9845786723997627,1.66411
,,,1.66411
96.01076763674209,0.8337956621093836,11.36170584684973,1.4936
94.61315094716498,0.8349321764374856,10.992787348077389,1.4936
92.04129793120588,0.8378436086834179,10.298006303909222,1.4936
88.92973315797728,0.8393900855268052,9.500872955264144,1.4936
86.06166846458052,0.8366479715739831,8.85401851106679,1.4936
82.17774143127107,0.8311996460544443,8.132891829733804,1.4936
78.4435745942602,0.8182267977785692,7.3782976568899725,1.4936
75.96417140796419,0.8083537328886797,6.950461447615521,1.4936
72.65426520713714,0.7921179483152988,6.441281093095794,1.4936
69.70112730297333,0.773894065708254,6.004755963514123,1.4936
68.37475846300204,0.7648951687651012,5.820431841394428,1.4936
66.07933534180054,0.7463090261711633,5.517583345332248,1.4936
63.94870880997332,0.7286750023654558,5.265772178468676,1.4936
61.87889721782966,0.7117971389988242,4.9975098405443426,1.4936
59.8326084866274,0.6982605647745731,4.799692211961747,1.4936
57.782926433388106,0.6953862382555039,4.608351417238382,1.4936
55.7008631442006,0.7230388054742487,4.420741380050649,1.4936
53.61485492769041,0.7826930180454557,4.269112594999354,1.4936
51.671449248236904,0.8237853244099823,4.10305303357982,1.4936
49.91817413965645,0.8257741778207286,3.979983365868182,1.4936
48.484130142561895,0.7526468836485901,3.8876038863638955,1.4936
47.18320046647699,0.6834493343582436,3.7980624869061432,1.4936
45.34073192251949,0.6454308302869707,3.6937167541071685,1.4936
43.09280681512426,0.7324611278686626,3.6194701583037685,1.4936
41.134707725002414,0.8604408456872706,3.537799998301999,1.4936
39.296019350290884,0.9530020291788863,3.4190554082165643,1.4936
38.236475903639814,0.933142030658073,3.469080590014599,1.4936
38.16962731668443,0.7993470636513136,4.151116339519528,1.4936
38.449030864555745,0.7941009152686341,4.228525571271149,1.4936
38.74788399389723,0.7857526586588518,4.2003113512478105,1.4936
38.78900531832586,0.8294493597305843,4.169630192306569,1.4936
